gene,p_value (FoxOTriple),LogFC (FoxOtriple)
Olfr156 ,0.36797842,-0.1329725
Rai2 ,0.27866684,-0.1329767
Ltb ,0.33940292,-0.133
Tox3 ,0.48275901,-0.1330442
Ccrl1 ,0.29608719,-0.13308
3200002M19Rik ,0.24834938,-0.1332367
Arl11 ,0.52523444,-0.1333058
Slc15a3 ,0.26785185,-0.1333967
F830031D20Rik ,0.2869815,-0.1334558
Mical2 ,0.37606421,-0.133485
Rab24 ,0.35232285,-0.1335083
Olfr313 ,0.4824403,-0.13353
Aebp1 ,0.2276339,-0.1335533
Gcn1l1 ,0.31052081,-0.1336333
Xrcc6 ,0.46901586,-0.1336608
Plekhg3 ,0.289618,-0.1337983
Tnip1 ,0.27219714,-0.1340117
Atn1 ,0.3691525,-0.1340967
Plcb3 ,0.33571531,-0.1342017
Nlrx1 ,0.23276584,-0.1342342
2810025M15Rik ,0.41002325,-0.1342358
Prodh ,0.18937854,-0.1343383
V1rf2 ,0.31432456,-0.1343383
8430427H17Rik ,0.38491934,-0.1343767
Stx19 ,0.55651705,-0.1344225
Fam163a ,0.47029881,-0.1346808
Mapk12 ,0.3295255,-0.1349358
Mbd4 ,0.30474994,-0.1350458
1190002H23Rik ,0.38164147,-0.135065
Fars2 ,0.36909715,-0.1351883
2310046A06Rik ,0.36940812,-0.1351975
C030005G22Rik ,0.29537662,-0.13521
4933400C05Rik ,0.27995067,-0.13525
Rbm10 ,0.50242128,-0.1352925
V1rd14 ,0.28419579,-0.135385
Gas8 ,0.20944759,-0.1354408
Unc84b ,0.43538285,-0.1354983
Pld4 ,0.32987464,-0.135715
Olfr1220 ,0.25722146,-0.1357558
Mad1l1 ,0.25742877,-0.1358958
Trim41 ,0.26042882,-0.136
Spg7 ,0.2515202,-0.1361258
Psors1c2 ,0.44263844,-0.136185
Olfr943 ,0.28956339,-0.1362617
Pdgfrb ,0.40501056,-0.1363217
Adamtsl2 ,0.25043478,-0.1366483
Dgkg ,0.73578441,-0.1367292
Rnft2 ,0.26267854,-0.1368017
Rftn1 ,0.25105792,-0.1368642
Rab20 ,0.59498746,-0.1368692
Odf1 ,0.3409018,-0.136945
Mtmr3 ,0.39066189,-0.13695
Samd4b ,0.44922201,-0.1370875
Farsa ,0.34744907,-0.1371233
Olfr190 ,0.30800557,-0.137285
Chd8 ,0.29617534,-0.1372858
Glis2 ,0.31565061,-0.1373625
Cacna2d2 ,0.22781038,-0.137575
2310003H01Rik ,0.31407564,-0.1376683
Pcdhb2 ,0.49351749,-0.1377308
Mark3 ,0.23118224,-0.137985
Sall1 ,0.38665317,-0.1381125
Anks3 ,0.25979769,-0.1381258
Slamf1 ,0.16180755,-0.1386458
Notch4 ,0.21575792,-0.1386708
Ilf3 ,0.3172398,-0.1388292
Olfr652 ,0.56247764,-0.1389917
Ap2s1 ,0.17757631,-0.1390792
Gm1553 ,0.29492124,-0.139155
Kcnj12 ,0.39675888,-0.13917
Gtse1 ,0.34144296,-0.1392925
Ptpn14 ,0.26223069,-0.1393583
Ap1b1 ,0.21142212,-0.1393758
Traf3ip2 ,0.38437717,-0.1393942
Tcfap2d ,0.31096645,-0.1394542
1500002O20Rik ,0.25269997,-0.1395133
Rnf10 ,0.21951894,-0.1395583
Zmym6 ,0.26948461,-0.1396083
Pomt2 ,0.26048308,-0.1396467
Chd4 ,0.34273008,-0.1396492
Olfr1301 ,0.26940954,-0.1396992
BC057022 ,0.50788796,-0.1398183
Nfkbie ,0.47941455,-0.1398275
Olfr103 ,0.51666361,-0.1398483
Zcchc14 ,0.32480701,-0.1399567
Dab2 ,0.48772939,-0.1400725
Gm1574 ,0.45181362,-0.1401975
Rbm15b ,0.31791801,-0.1403033
Oas2 ,0.55196336,-0.1403567
Ppp2r5a ,0.69411619,-0.140395
Bbc3 ,0.44439955,-0.140465
Atp10d ,0.20573337,-0.1405658
D19Wsu162e ,0.40013423,-0.1406317
Rnf112 ,0.24053279,-0.1407133
Tm4sf4 ,0.21160354,-0.1408667
2510048L02Rik ,0.43067307,-0.1409208
Pcdh18 ,0.32170485,-0.1410533
Nat9 ,0.42250062,-0.1411483
C530028O21Rik ,0.465692,-0.1411642
Serpinb9d ,0.31738861,-0.1411875
Dip2b ,0.39761594,-0.1413708
Ski ,0.28706652,-0.1414842
Cyp4b1 ,0.16764115,-0.1415725
Lce1c ,0.30468691,-0.141695
Lars2 ,0.27376995,-0.1417067
Hirip3 ,0.3722225,-0.141825
Srpk2 ,0.20034453,-0.1418583
Zfp276 ,0.21102263,-0.1421525
Ubqln3 ,0.24818016,-0.1421692
Gbp4 ,0.5595192,-0.142215
Cit ,0.51192646,-0.1422425
2010111I01Rik ,0.30811187,-0.1422525
Gpr83 ,0.46013087,-0.1423942
Csnk1d ,0.18858519,-0.1424083
4930526D03Rik ,0.24800911,-0.1424458
Speer3 ,0.59319365,-0.1424525
Glt8d2 ,0.24453379,-0.1427675
Tchp ,0.18487086,-0.142855
D10Jhu81e ,0.19221377,-0.1428583
Eif2c3 ,0.50447011,-0.1429308
6720463M24Rik ,0.3674946,-0.1429375
3110049J23Rik ,0.26086436,-0.143
Plxnb2 ,0.28303048,-0.1430417
Wdr4 ,0.25403104,-0.1431842
Zfp512 ,0.26911886,-0.1432417
1700001O22Rik ,0.4107083,-0.143305
Crybb1 ,0.33993116,-0.143305
Ccnd3 ,0.45826758,-0.1435342
AI428936 ,0.38344881,-0.1436758
Alox8 ,0.36153951,-0.1437817
Defb19 ,0.38970263,-0.1438917
Pou6f2 ,0.3799094,-0.1442033
Brsk2 ,0.24294593,-0.1442483
Cyp1b1 ,0.19221489,-0.1442558
Trim42 ,0.3377922,-0.1443467
Tekt2 ,0.30278425,-0.1445417
56879,0.31325903,-0.144565
Cnnm4 ,0.19967147,-0.144615
1700021F07Rik ,0.21766372,-0.1446325
5730453I16Rik ,0.24864403,-0.1446675
G3bp1 ,0.20836812,-0.1447067
Olfr930 ,0.58698961,-0.1448217
Astn1 ,0.22711039,-0.1448833
Myst4 ,0.33682831,-0.1448833
Klk1b27 ,0.22912072,-0.144975
Adck4 ,0.28335714,-0.1450592
Sf3a3 ,0.3870961,-0.1451625
Saps2 ,0.2688959,-0.1451683
Fem1a ,0.49850832,-0.1454725
Dynll2 ,0.37870882,-0.1454833
Stab2 ,0.36203058,-0.1455633
Rasa3 ,0.47318403,-0.1455683
Ppard ,0.27284348,-0.1458767
Magi2 ,0.29581933,-0.1458975
Col15a1 ,0.23447273,-0.1459117
Mthfd1 ,0.3256121,-0.1459433
Tnrc6b ,0.31256388,-0.1459667
1700007K09Rik ,0.49499114,-0.1460008
Lcn5 ,0.3117749,-0.1461867
Cbx8 ,0.61970653,-0.1462358
Kremen1 ,0.27596104,-0.1463375
Duxbl ,0.53585569,-0.1463525
Nr2f2 ,0.33792877,-0.1464333
1700018L24Rik ,0.37433573,-0.1468917
Rxrb ,0.22517011,-0.147015
Olfr307 ,0.17841891,-0.1472983
Abr ,0.27499831,-0.1473
Ptprs ,0.28399231,-0.1474208
103649,0.18616812,-0.1474283
Scn3a ,0.43340164,-0.1476008
MGC7817 ,0.42658152,-0.147645
Olfr736 ,0.37070944,-0.1477875
Lce1a2 ,0.33070704,-0.1480717
Mycbp2 ,0.2816405,-0.1481233
Slc16a11 ,0.19153471,-0.1481958
Afmid ,0.18242147,-0.1482208
Itfg2 ,0.23291031,-0.1482392
Slc39a1 ,0.42709749,-0.1482525
5930434B04Rik ,0.16978624,-0.1483725
Zfp142 ,0.32285725,-0.1483733
Zcchc7 ,0.39244733,-0.1483958
Rnf11 ,0.1666917,-0.1484833
Parp2 ,0.2590921,-0.1487108
Lpin3 ,0.14179466,-0.1487908
V1ri9 ,0.45655485,-0.1488033
Nfe2 ,0.2443448,-0.148955
Dnajb1 ,0.67112209,-0.14905
Rnaseh1 ,0.17187405,-0.1491225
Olfr1111 ,0.31930208,-0.1491458
Tert ,0.42950322,-0.1492608
Ascc2 ,0.25296075,-0.1493017
Tgfbi ,0.32364323,-0.1493517
Setd1b ,0.29242296,-0.149365
Sec24a ,0.3321284,-0.149455
BC023814 ,0.25243277,-0.1494942
Scn9a ,0.3131954,-0.1495342
V1rd10 ,0.3560782,-0.14956
Rbm9 ,0.24296231,-0.1496
Steap4 ,0.22095057,-0.1496525
Olfr450 ,0.45689021,-0.1497125
4921511C04Rik ,0.28019167,-0.1498883
Olfr1471 ,0.52297603,-0.1499417
Prkab2 ,0.58374384,-0.1499625
2310067E19Rik ,0.38567998,-0.1499667
Bcas2 ,0.34416239,-0.1500683
Crtc3 ,0.34143292,-0.1500775
Setdb1 ,0.18312183,-0.1501442
Cacna1e ,0.13576698,-0.1504158
Acot8 ,0.21555347,-0.1504892
Banf2 ,0.12344306,-0.1506858
Pnn ,0.22880069,-0.1507408
Map3k3 ,0.1962889,-0.1507592
Fam83a ,0.3864852,-0.1509125
Nuak2 ,0.42576532,-0.1513917
Retn ,0.16461844,-0.1514325
Hnrnpa2b1 ,0.30866584,-0.1514858
Gbp1 ,0.26780979,-0.1515467
11407,0.34747087,-0.1517358
Fbxl19 ,0.33591195,-0.1517908
Itgb1bp2 ,0.21132238,-0.1518367
Olfr906 ,0.34143686,-0.1519117
Med25 ,0.23074949,-0.1519167
Arvcf ,0.14748691,-0.152135
Satb1 ,0.41506984,-0.1521975
Mertk ,0.27165555,-0.1522533
Slc6a20b ,0.16177826,-0.1522617
Rasgrp3 ,0.32936315,-0.1522933
Map2k2 ,0.16447292,-0.1524567
4933434E20Rik ,0.59564472,-0.1525767
Strn4 ,0.17246801,-0.152675
Zfp295 ,0.27918897,-0.1528533
Fam122a ,0.42909874,-0.153
Pcbp3 ,0.13787219,-0.1530033
Oprk1 ,0.41979881,-0.1530167
Mageb3 ,0.47065702,-0.1532575
1190005I06Rik ,0.24975139,-0.1533908
Asxl2 ,0.32307071,-0.1534217
Gspt2 ,0.35984025,-0.1534258
Dicer1 ,0.2280742,-0.1534667
Fezf2 ,0.1874609,-0.1535742
Psma3 ,0.25755408,-0.1537092
9330175E14Rik ,0.23395489,-0.1537167
Syne1 ,0.28108683,-0.1537742
Gja10 ,0.25283203,-0.1538525
Fermt3 ,0.27197687,-0.1538808
Gba2 ,0.22575031,-0.1539592
Edem2 ,0.24450371,-0.1540667
Gpatch2 ,0.22700873,-0.1541075
Tns1 ,0.23424594,-0.1541375
Rnf123 ,0.20932385,-0.154215
Gsta4 ,0.38009218,-0.1543058
Gga1 ,0.18090803,-0.1544392
Icos ,0.30167247,-0.1545358
Acadl ,0.29004369,-0.1545817
Bptf ,0.27724642,-0.1547092
Dapk1 ,0.15125567,-0.1547208
Ifna12 ,0.35641955,-0.1547733
Olfr1203 ,0.31362961,-0.155005
BC021891 ,0.2076975,-0.1551842
V1ra6 ,0.34059724,-0.1552325
Epb4.1 ,0.32995733,-0.1552342
Tbc1d22a ,0.26254682,-0.1553108
Ripk4 ,0.44620279,-0.155455
Hmgn3 ,0.23518236,-0.1557833
Hp ,0.19539277,-0.1558742
Olfr814 ,0.22814559,-0.15613
Col27a1 ,0.26865739,-0.1561408
Tcf4 ,0.28490193,-0.1562617
Capza3 ,0.3536584,-0.1562725
Dhx30 ,0.2057648,-0.1562917
Hspa1a ,0.75424139,-0.156325
1700054N08Rik ,0.19003234,-0.1563667
C130092O11Rik ,0.35780542,-0.1563858
Sprr1b ,0.14678063,-0.1566033
Olfr292 ,0.51154184,-0.1567017
Mgat4b ,0.26441768,-0.1567258
Hrh4 ,0.19811355,-0.1570008
Oog4 ,0.13540231,-0.1570583
4933407P14Rik ,0.11358182,-0.1570833
Pex1 ,0.34480749,-0.1570967
Lrch4 ,0.26946466,-0.1571575
Ampd2 ,0.2561708,-0.1573517
Dhx38 ,0.17229949,-0.1575133
Olfr208 ,0.35459578,-0.1575433
Itga6 ,0.3451795,-0.157575
Cer1 ,0.30766742,-0.1576308
Wipf1 ,0.26488088,-0.1578033
Casr ,0.30547437,-0.157805
Tlr1 ,0.30713356,-0.1579
Klhl18 ,0.2453677,-0.1579683
Ambp ,0.23240179,-0.1580892
Llgl2 ,0.26394413,-0.15819
Gmppb ,0.38598498,-0.1583242
Tbc1d1 ,0.23714377,-0.1583708
Cnr1 ,0.38325813,-0.1583792
Dzip1 ,0.43600425,-0.15851
Stil ,0.28010893,-0.1585267
Smpd3 ,0.35324203,-0.15868
Camk2n1 ,0.11789638,-0.1589917
Kcnc1 ,0.31976288,-0.15908
Eml3 ,0.30435557,-0.159085
Foxn3 ,0.23668502,-0.1592467
Prkcbp1 ,0.21016708,-0.1592783
Mup4 ,0.46329923,-0.1593992
Naip5 ,0.17756289,-0.1595208
S100g ,0.11566162,-0.1596358
A930006J02Rik ,0.51652231,-0.1597783
Lcn2 ,0.66409951,-0.1598042
Nmur1 ,0.2741905,-0.1598392
Pycr2 ,0.30213481,-0.1599667
Dna2 ,0.18871952,-0.1599825
Neurod2 ,0.53989281,-0.1599867
Olfr862 ,0.18028236,-0.1600408
Mog ,0.30018653,-0.1601975
BC046331 ,0.21384491,-0.16023
2810403A07Rik ,0.31275652,-0.160455
Map3k12 ,0.37588589,-0.1604925
D930005D10Rik ,0.18304846,-0.1606317
Olfr894 ,0.40917783,-0.1606992
E2f7 ,0.18428781,-0.1608767
Olfr33 ,0.3982657,-0.1609183
Ntng2 ,0.18611953,-0.1609317
Ap2a1 ,0.21747425,-0.1610492
Dhx57 ,0.21240435,-0.16124
Bat3 ,0.18519645,-0.1613283
V1rd15 ,0.63907665,-0.1613467
Tmem108 ,0.45879231,-0.1614
Ankrd13d ,0.2473891,-0.1614708
Fam71f1 ,0.31279747,-0.1615858
Trmt1 ,0.28889661,-0.1616675
Trpm2 ,0.26405804,-0.1617008
Casp7 ,0.33454173,-0.1621583
Fank1 ,0.18252919,-0.1622
Olfr847 ,0.19337075,-0.1622083
Mycbpap ,0.23562043,-0.162255
Elof1 ,0.25272499,-0.1623667
Olfr459 ,0.57305734,-0.1624225
Avil ,0.19738621,-0.1624667
Unc93a ,0.4426168,-0.1625283
Srebf1 ,0.21846016,-0.1625592
2010209O12Rik ,0.20616532,-0.1626075
Abo ,0.19389903,-0.1626517
Olfr733 ,0.35415012,-0.1626792
V1rc2 ,0.27964712,-0.1627758
Vil1 ,0.26714914,-0.1627833
Olfr1448 ,0.17576504,-0.1627917
Stk11ip ,0.14882264,-0.16302
Bcar1 ,0.40267123,-0.1633475
Olfr435 ,0.63791804,-0.1633933
Olfr1123 ,0.37001893,-0.1636042
Bahcc1 ,0.35915961,-0.163715
Cad ,0.35150628,-0.1637442
Eepd1 ,0.45292555,-0.1637642
Arhgef2 ,0.21639838,-0.16381
Scml4 ,0.42356583,-0.1641192
Cdc42ep1 ,0.18530817,-0.1641958
Ruvbl1 ,0.60237319,-0.1641975
Sobp ,0.26414711,-0.1642508
Olfr478 ,0.44884603,-0.1643025
Sprr2k ,0.23271188,-0.164345
Tln1 ,0.18654052,-0.1644192
Ap3d1 ,0.21271666,-0.16445
Foxo3 ,0.18080687,-0.1644875
Lamb1-1 ,0.1027727,-0.164865
Immp1l ,0.12263516,-0.164875
56191,0.13964641,-0.1649442
Clk3 ,0.17566419,-0.1650333
Plxna2 ,0.25861841,-0.1652467
Ppargc1b ,0.21821092,-0.1652617
Ddx19b ,0.39717142,-0.1652975
Ppp1r16a ,0.23338686,-0.1656125
Rhbdf1 ,0.18331301,-0.165735
Zfp473 ,0.1070717,-0.1657925
Fus ,0.24231473,-0.1659208
Tbc1d22b ,0.36161133,-0.1660558
Nphp4 ,0.20626173,-0.1661817
Zmym3 ,0.18980792,-0.1662692
Pde10a ,0.28812031,-0.1662758
Ogt ,0.25352424,-0.1663167
Lpin2 ,0.30631085,-0.1664442
Jund ,0.182177,-0.1664583
Polr3e ,0.257485,-0.1665042
AA408296 ,0.26267683,-0.1665533
Slc12a3 ,0.24358805,-0.16666
Fam168b ,0.25460214,-0.1669358
Pcnxl3 ,0.32498356,-0.1671075
Vars2 ,0.17221545,-0.1671725
Prl8a6 ,0.19434662,-0.16752
Dgkq ,0.17611386,-0.1675625
Ebf1 ,0.20325931,-0.1677367
Cited2 ,0.35391393,-0.1677667
Gpam ,0.26166235,-0.167815
2900083I11Rik ,0.16401332,-0.1679575
Zfp811 ,0.13846658,-0.168
Agap3 ,0.19689098,-0.1680067
57977,0.09217156,-0.1682325
Tmem45a ,0.27718516,-0.1682492
2900026A02Rik ,0.22076032,-0.168445
Slc22a17 ,0.20000741,-0.1685142
Sart1 ,0.18621041,-0.1685883
Olfr1302 ,0.35189082,-0.1687017
Iqce ,0.21574543,-0.16872
2610301G19Rik ,0.18330291,-0.1687733
Olfr1348 ,0.60211342,-0.1688933
Tbc1d16 ,0.11565335,-0.169125
Tnpo2 ,0.17861568,-0.1692592
Serpinb1b ,0.26611118,-0.1692675
Itih1 ,0.4188981,-0.1693192
Cnr2 ,0.23186816,-0.169335
C1qa ,0.25076628,-0.169415
Cd3eap ,0.22797848,-0.169435
Sgsm3 ,0.13196719,-0.169645
2310010M20Rik ,0.18994706,-0.1698242
Myom1 ,0.31024113,-0.1699467
Eps8l2 ,0.2703887,-0.1699808
Akr1b7 ,0.19992899,-0.1699883
Abcb9 ,0.21135995,-0.1699942
Zfp523 ,0.18988438,-0.1700333
Agrn ,0.1625356,-0.170205
R3hdm2 ,0.29395588,-0.1702317
Pkd2 ,0.33038202,-0.1703258
Gdpd3 ,0.58822228,-0.1703608
Cabp1 ,0.37178959,-0.1704117
Pik3r2 ,0.12687108,-0.1705133
Tctex1d1 ,0.18368036,-0.1705458
Selp ,0.3900799,-0.1707083
Setd5 ,0.245472,-0.1707533
Ing4 ,0.36016838,-0.1707758
Olfr1413 ,0.53361697,-0.1708225
Clec4b1 ,0.1295791,-0.170875
Abca2 ,0.35140636,-0.1709258
Pom121 ,0.29019136,-0.1709942
Dedd2 ,0.46870408,-0.1710392
N4bp2l1 ,0.14192364,-0.1711333
Olfr372 ,0.43778942,-0.1711667
Sema5a ,0.18908404,-0.1713492
Cd1d1 ,0.3903551,-0.17147
Olfr54 ,0.59962866,-0.1714833
Sall4 ,0.30947762,-0.1718192
Gabre ,0.13214868,-0.1719092
Hoxc6 ,0.19025077,-0.1720242
Neil1 ,0.21610749,-0.1722783
Pacs1 ,0.30958179,-0.1723542
Arrdc1 ,0.26410878,-0.1725558
OTTMUSG00000010433 ,0.30169453,-0.17263
Frmd6 ,0.30579076,-0.1727608
Adam9 ,0.20495906,-0.17285
U2af2 ,0.18200876,-0.1728558
Upp2 ,0.29012449,-0.1730142
Cpeb3 ,0.26633692,-0.1730417
Olfr1204 ,0.13830165,-0.1734042
B4galt3 ,0.34612607,-0.1735017
4931432E15Rik ,0.34424685,-0.173505
Rufy3 ,0.27671878,-0.1735142
Mrps28 ,0.24794999,-0.1735342
Oscar ,0.10680537,-0.1737583
Sgsm1 ,0.20355361,-0.1737983
Polr2a ,0.17639283,-0.17405
BC027582 ,0.3659199,-0.1742758
Rad54l2 ,0.28149998,-0.1743008
Tas2r130 ,0.37833159,-0.1746075
Mds1 ,0.30520894,-0.1749267
Tek ,0.2930728,-0.1749533
70587,0.36532684,-0.1749742
Tmem63a ,0.29692841,-0.174975
Map3k1 ,0.33254679,-0.1753275
Doc2g ,0.18864733,-0.1753358
Xrcc2 ,0.25022062,-0.1753583
Acap3 ,0.11995671,-0.1754967
Olfr172 ,0.16801073,-0.1756658
67679,0.25556215,-0.1757033
Trim7 ,0.21641635,-0.1757042
Plekhm1 ,0.2122404,-0.1757692
Dennd1a ,0.22820079,-0.1757767
Actr1b ,0.10140544,-0.1757833
Tnrc6c ,0.41900053,-0.1758458
Pspn ,0.2925245,-0.1758642
Mark2 ,0.17241193,-0.1764908
100000,0.26155536,-0.1765875
Zfp819 ,0.32000804,-0.1766283
Sfn ,0.23104173,-0.1766808
Tctex1d4 ,0.41227158,-0.1769683
Tufm ,0.41887099,-0.1770142
Olfr921 ,0.53517591,-0.17714
Npr2 ,0.3856107,-0.1774192
Pvrl1 ,0.32319055,-0.1775917
C330006K01Rik ,0.19557009,-0.1777033
Xkr6 ,0.21928225,-0.1777767
Apba1 ,0.21983689,-0.1779233
B430319H21Rik ,0.09668686,-0.178105
Snx29 ,0.2751324,-0.1781117
Olfr577 ,0.26135717,-0.1783642
Fhod1 ,0.16813761,-0.1784283
Th ,0.42563966,-0.1784933
Cplx2 ,0.17789006,-0.178535
98326,0.36418118,-0.1785675
Olfr1277 ,0.1967162,-0.1787792
Klf4 ,0.13214506,-0.1788525
Olfr429 ,0.35371703,-0.1789183
Olfr959 ,0.29587537,-0.1789942
63394,0.19696919,-0.1791625
Rnase6 ,0.17355612,-0.17917
Mzf1 ,0.14502295,-0.1792342
Gm347 ,0.19632073,-0.1792475
Rnd1 ,0.38609308,-0.1794158
Ppap2b ,0.35201955,-0.179465
Klf11 ,0.29135227,-0.17956
3300001P08Rik ,0.30545913,-0.1796183
Sf3a2 ,0.15901135,-0.1799492
Crybb3 ,0.28472229,-0.1800242
Galnt14 ,0.19504726,-0.1802608
Tars2 ,0.23378877,-0.1804933
1700006J14Rik ,0.2671847,-0.1804958
Hyou1 ,0.14787715,-0.1805083
Myrip ,0.22697391,-0.1806483
Tpm3 ,0.29397918,-0.1806967
Olfr446 ,0.11864178,-0.1807358
Olfr319 ,0.10658642,-0.1810808
Olfr1126 ,0.49576195,-0.1813958
Carm1 ,0.16278736,-0.1814067
nr ,0.51718794,-0.1815567
Pcnx ,0.28132039,-0.1816517
Krt23 ,0.26585907,-0.181685
C330043M08Rik ,0.2388707,-0.181735
Olfr159 ,0.18358231,-0.1818133
Rab3gap2 ,0.19445163,-0.1818583
Wfikkn2 ,0.13230963,-0.1822675
9130404D08Rik ,0.08785155,-0.18232
Nfat5 ,0.21675336,-0.18245
61823,0.32020807,-0.1826058
Olfr1352 ,0.1653596,-0.1830092
Psmd4 ,0.16831753,-0.1831067
Nos3 ,0.16309742,-0.1831375
Ccdc84 ,0.1563473,-0.1832017
Bag3 ,0.51156577,-0.1832083
Nr4a2 ,0.6002516,-0.1832667
Tdrd7 ,0.2621232,-0.1835017
Lag3 ,0.16005608,-0.1836683
D430042O09Rik ,0.1747662,-0.1838067
Plxna3 ,0.10578299,-0.183985
Numbl ,0.14082577,-0.18402
Clip1 ,0.27058135,-0.1841033
Ints1 ,0.13042761,-0.1841808
Sfpq ,0.26724943,-0.1842167
Ccdc45 ,0.41218315,-0.1844
Dclre1c ,0.25544754,-0.184405
Tha1 ,0.14902713,-0.1845
Kynu ,0.15359547,-0.1845042
Fancc ,0.40321197,-0.1845167
Btg1 ,0.15237861,-0.1845417
Olfr211 ,0.39749697,-0.1849567
Slc24a2 ,0.21566509,-0.1852083
Rundc1 ,0.17907034,-0.1852233
Adcy4 ,0.15164156,-0.1853092
Olfr129 ,0.34519729,-0.1853967
Gnb2 ,0.09734857,-0.1856667
Iws1 ,0.40803095,-0.1857275
Slfn1 ,0.17811585,-0.1857608
Usp19 ,0.13777038,-0.1858
Olfr815 ,0.10298066,-0.1858575
105171,0.1381059,-0.1859242
4930538K18Rik ,0.14789191,-0.186025
3110057O12Rik ,0.52393597,-0.1860817
Limk2 ,0.10363716,-0.1861892
Atp2a3 ,0.16010866,-0.186225
Otx2 ,0.30537936,-0.1862833
EG210155 ,0.21743951,-0.1863167
Naprt1 ,0.13257965,-0.1864208
Olfr644 ,0.46806323,-0.1864642
Dlx3 ,0.29576861,-0.1864883
Sorbs1 ,0.27651228,-0.1865317
Aars2 ,0.11728163,-0.18667
Tsc22d1 ,0.1888142,-0.186675
Plch1 ,0.30935036,-0.1868533
Sox7 ,0.35513598,-0.1870417
Trappc9 ,0.17851947,-0.187085
Psp ,0.13450667,-0.1871342
Gm672 ,0.13095937,-0.187245
110990,0.12576661,-0.187265
Mlxip ,0.1986737,-0.1874758
Ms4a1 ,0.63557438,-0.1876167
Cd68 ,0.14071656,-0.1877692
Pfkp ,0.24097847,-0.1878142
Olfr821 ,0.18664165,-0.1878817
Dnase1l2 ,0.13537077,-0.188
Map3k4 ,0.11315249,-0.1880083
Lrp1 ,0.10075799,-0.1880125
Ncoa5 ,0.18896306,-0.1882783
Robo1 ,0.20120569,-0.1883217
Pcdha6 ,0.23428208,-0.1884167
66604,0.13659598,-0.1891225
Olfr1378 ,0.36323103,-0.189155
Klhl1 ,0.17375228,-0.1892075
V1ra2 ,0.23542019,-0.18925
Ddx27 ,0.14323339,-0.1893017
Olfr1511 ,0.48226957,-0.1895633
Spock2 ,0.14750263,-0.1896583
Pitpnm2 ,0.09392245,-0.1896883
Slc36a1 ,0.22656713,-0.1897225
Accn3 ,0.12978181,-0.1898317
Arntl ,0.66519466,-0.1901133
Arrb2 ,0.28128895,-0.1902067
Rpap1 ,0.14220521,-0.1902308
Olfr1423 ,0.31410598,-0.1902633
Prc1 ,0.47830029,-0.1903725
Taf8 ,0.29634914,-0.1904783
1700018F24Rik ,0.29532578,-0.1904842
Ptprg ,0.18341824,-0.1905517
Lrrk2 ,0.20264668,-0.1905917
Reps1 ,0.23936378,-0.1906417
Dusp10 ,0.38410645,-0.1909667
Hdac7 ,0.18693415,-0.1909783
Pank4 ,0.17651852,-0.1910142
Sfrs15 ,0.22295132,-0.1910542
Gstm3 ,0.38306799,-0.1911217
Insr ,0.18217757,-0.1912083
Zfyve27 ,0.16895603,-0.1913075
Gabarapl2 ,0.22457828,-0.1916167
Adam1a ,0.22611511,-0.1916683
Dhx33 ,0.14864252,-0.1918717
Prpf6 ,0.20160821,-0.19205
Fuz ,0.1833367,-0.1921667
Svil ,0.32983188,-0.1924683
Edc4 ,0.19846913,-0.1927425
Setd4 ,0.16490466,-0.1928417
Cldn13 ,0.29746538,-0.1930183
Tada2l ,0.32074044,-0.1933125
Ikzf4 ,0.20237345,-0.1934392
Kank1 ,0.1088145,-0.1934508
1300001I01Rik ,0.16696157,-0.1934992
Cars ,0.22132422,-0.1938042
Rangap1 ,0.09838378,-0.193885
Dok3 ,0.12449597,-0.1938958
Olfr547 ,0.57038271,-0.1942492
Tmem35 ,0.10968177,-0.1943175
Pgbd1 ,0.44581141,-0.1950958
Sesn3 ,0.17912953,-0.1953083
Stat3 ,0.17161075,-0.1954167
Top3b ,0.16915167,-0.19564
Eif2c2 ,0.17509073,-0.1958683
BC035947 ,0.18396693,-0.1958908
Sdk1 ,0.09419333,-0.1961175
Magea6 ,0.19062086,-0.1961492
68068,0.35714787,-0.1963408
Syvn1 ,0.18116297,-0.1964125
Tbk1 ,0.18765704,-0.196695
47115,0.17422406,-0.1967033
Gipc2 ,0.19802938,-0.1970625
SMUSG00000068075 ,0.35410843,-0.197135
Olfr614 ,0.5198835,-0.1972117
Apex2 ,0.17873346,-0.1974233
Olfr16 ,0.25877125,-0.1976558
Ank3 ,0.14056563,-0.197685
Eng ,0.24107738,-0.1977142
Ubr2 ,0.18277179,-0.1980417
Mcm3 ,0.11399275,-0.1983867
Tnk2 ,0.14389119,-0.1984633
Stard13 ,0.25721889,-0.198585
Drap1 ,0.3012872,-0.198625
Olfr32 ,0.58435766,-0.1986267
Atp8a2 ,0.26682466,-0.1987725
Wbscr16 ,0.10267035,-0.1988092
Pcyt1b ,0.26920376,-0.1989783
Mapre3 ,0.14338302,-0.199065
Vash1 ,0.14717337,-0.1994192
B430203M17Rik ,0.24256112,-0.1995292
Sez6l ,0.15417655,-0.1995917
AI451617 ,0.55004465,-0.1997425
EG240055 ,0.07485257,-0.199765
Acvr1b ,0.06639174,-0.199935
Wnk4 ,0.11755132,-0.2000142
Tmco6 ,0.22256761,-0.2001292
Pik3cb ,0.14412967,-0.20013
Olfr98 ,0.09427274,-0.2003383
Olfr11 ,0.61773522,-0.2005108
4631426J05Rik ,0.24527132,-0.2005242
